	word	gold	gru pred	earlyBoundary	lateBoundary	missedBoundary	addedBoundary	totalErrors
523	ealt	r/1 e/0 a/1 l/0 t/1 o/0 r/0	/1 e/0 a/1 l/0 T/0 o/0 r/0	0	0	1	0	1
524	eposit	/1 e/0 p/1 o/0 s/0 i/1 t/1 o/0 r/0	/1 e/0 p/1 o/0 s/0 I/0 t/1 o/0 r/0	0	1	0	0	1
525	aseptic	a/1 s/1 e/0 p/0 t/1 i/0 c/0	a/1 S/0 e/0 P/1 t/1 i/0 c/0	1	0	0	0	1
526	sugary	s/1 u/0 g/0 a/1 r/0 y/1	s/1 u/0 g/0 a/1 r/0 Y/0	0	0	1	0	1
527	homogenous	h/1 o/0 m/1 o/0 g/0 e/1 n/1 o/0 u/0 s/0	h/1 o/0 M/0 o/0 G/1 E/0 N/0 o/0 u/0 s/0	1	0	2	0	3
528	acy	r/1 a/0 c/0 y/1	/1 a/0 c/0 Y/0	0	0	1	0	1
529	singularity	s/1 i/0 n/0 g/1 u/0 l/1 a/0 r/0 i/1 t/1 y/0	s/1 i/0 n/0 G/0 u/0 l/1 a/0 r/0 i/1 t/1 y/0	0	0	1	0	1
530	amygdala	a/1 m/1 y/0 g/0 d/1 a/0 l/1 a/0	a/1 m/1 y/0 G/1 d/1 a/0 L/0 a/0	0	0	1	0	1
531	provoke	p/1 r/0 o/0 v/1 o/0 k/0 e/0	p/1 r/0 o/0 v/1 O/1 k/0 e/0	0	0	0	1	1
532	hallelujah	h/1 a/0 l/0 l/1 e/0 l/1 u/0 j/1 a/0 h/0	h/1 a/0 l/0 L/0 E/1 L/0 u/0 j/1 a/0 h/0	1	1	0	0	2
533	invitation	i/1 n/0 v/1 i/0 t/1 a/0 t/1 i/0 o/0 n/0	i/1 n/0 v/1 i/0 T/0 a/0 t/1 i/0 o/0 n/0	0	0	1	0	1
534	legalize	/1 e/0 g/1 a/0 l/0 i/1 z/0 e/0	l/1 e/0 G/0 a/0 l/0 i/1 z/0 e/0	0	0	1	0	1
535	expediting	e/1 x/0 p/1 e/0 d/1 i/0 t/0 i/1 n/0 g/0	/1 x/0 p/1 e/0 d/1 i/0 T/1 I/0 n/0 g/0	1	0	0	0	1
536	slide	s/1 l/0 i/0 d/0 e/0	s/1 l/0 i/0 d/0 E/1	0	0	0	1	1
537	institute	i/1 n/0 s/1 t/0 i/0 t/1 u/0 t/0 e/0	i/1 n/0 s/1 t/0 i/0 t/1 u/0 T/1 e/0	0	0	0	1	1
538	frog	f/1 r/0 o/0 g/0	f/1 r/0 o/0 G/1	0	0	0	1	1
539	vet	v/1 e/0 t/1 o/0	v/1 e/0 T/0 o/0	0	0	1	0	1
540	ecology	e/1 c/1 o/0 l/0 o/1 g/1 y/0	/1 c/1 o/0 L/1 o/1 g/1 y/0	0	0	0	1	1
541	brasil	b/1 r/0 a/0 s/1 i/0 l/0	b/1 r/0 a/0 S/0 i/0 l/0	0	0	1	0	1
542	bunn	b/1 u/0 n/0 n/0	b/1 u/0 n/0 N/1	0	0	0	1	1
543	semis	s/1 e/0 m/1 i/0 s/0	s/1 e/0 M/0 I/1 S/1	0	1	0	1	2
544	livet	/1 l/0 i/1 v/1 e/0 t/0	o/1 l/0 I/0 V/0 e/0 t/0	0	0	2	0	2
545	eceivable	r/1 e/0 c/1 e/0 i/0 v/0 a/1 b/1 l/0 e/0	/1 e/0 c/1 e/0 i/0 v/0 A/0 b/1 l/0 e/0	0	1	0	0	1
546	iscriminatory	/1 i/0 s/0 c/1 r/0 i/0 m/0 i/1 n/1 a/0 t/1 o/0 r/1 y/0	/1 i/0 s/0 c/1 r/0 i/0 m/0 i/1 n/1 a/0 T/0 o/0 R/0 y/0	0	0	2	0	2
547	epsilon	e/1 p/0 s/1 i/0 l/1 o/0 n/0	/1 P/1 s/1 i/0 L/0 O/1 n/0	0	1	0	1	2
548	alert	a/1 l/1 e/0 r/0 t/0	a/1 L/0 e/0 r/0 T/1	1	0	0	0	1
549	militarily	m/1 i/0 l/0 i/1 t/1 a/0 r/0 i/1 l/1 y/0	m/1 i/0 l/0 I/0 t/1 a/0 r/0 i/1 L/0 y/0	1	1	0	0	2
550	singleton	s/1 i/0 n/0 g/1 l/0 e/0 t/1 o/0 n/0	s/1 i/0 n/0 G/0 l/0 e/0 T/0 o/0 n/0	0	0	2	0	2
551	percentage	p/1 e/0 r/0 c/1 e/0 n/0 t/0 a/1 g/0 e/0	p/1 e/0 r/0 c/1 e/0 n/0 T/1 A/0 g/0 e/0	1	0	0	0	1
552	spatial	s/1 p/0 a/0 t/1 i/0 a/0 l/0	s/1 p/0 a/0 T/0 I/1 a/0 l/0	0	1	0	0	1
553	ecertifie	r/1 e/0 c/1 e/0 r/0 t/1 i/0 f/1 i/0 e/0 d/0	/1 e/0 c/1 e/0 r/0 T/0 i/0 f/1 i/0 e/0 d/0	0	0	1	0	1
554	prime	p/1 r/0 i/0 m/0 e/0	p/1 r/0 i/0 M/1 e/0	0	0	0	1	1
555	acidosis	a/1 c/0 i/1 d/1 o/0 s/1 i/0 s/0	a/1 c/0 I/0 D/0 o/0 s/1 i/0 s/0	0	0	2	0	2
556	essence	e/1 s/0 s/1 e/0 n/0 c/0 e/0	/1 s/0 s/1 e/0 n/0 C/1 e/0	0	0	0	1	1
557	utile	u/1 t/1 i/0 l/0 e/0	u/1 t/1 i/0 L/1 e/0	0	0	0	1	1
558	nutmeg	n/1 u/0 t/0 m/1 e/0 g/0	n/1 u/0 T/1 m/1 e/0 g/0	0	0	0	1	1
559	attlesnake	r/1 a/0 t/0 t/1 l/0 e/0 s/1 n/0 a/0 k/0 e/0	/1 a/0 t/0 t/1 l/0 e/0 S/0 n/0 a/0 k/0 e/0	0	0	1	0	1
560	boson	b/1 o/0 s/0 o/1 n/0	b/1 o/0 s/0 O/0 n/0	0	0	1	0	1
561	nab	n/1 a/0 b/0	n/1 a/0 B/1	0	0	0	1	1
562	econstructe	r/1 e/0 c/1 o/0 n/0 s/1 t/0 r/0 u/0 c/0 t/0 e/1 d/0	/1 e/0 c/1 o/0 n/0 s/1 t/0 r/0 u/0 c/0 T/1 e/1 d/0	0	0	0	1	1
563	adrenal	a/1 d/0 r/1 e/0 n/1 a/0 l/0	a/1 d/0 R/0 e/0 N/0 A/1 l/0	0	1	1	0	2
564	eft	/1 e/0 f/0 t/0	/1 e/0 F/1 t/0	0	0	0	1	1
565	motivation	m/1 o/0 t/1 i/0 v/1 a/0 t/1 i/0 o/0 n/0	m/1 o/0 t/1 i/0 V/0 a/0 t/1 i/0 o/0 n/0	0	0	1	0	1
566	unscente	u/1 n/0 s/1 c/0 e/0 n/0 t/0 e/1 d/0	u/1 n/0 s/1 c/0 e/0 n/0 t/0 E/0 d/0	0	0	1	0	1
567	idely	w/1 i/0 d/0 e/0 l/1 y/0	w/1 i/0 d/0 E/1 L/0 y/0	1	0	0	0	1
568	hadith	h/1 a/0 d/1 i/0 t/0 h/0	h/1 a/0 D/0 I/1 T/1 h/0	0	1	0	1	2
569	egulat	r/1 e/0 g/0 u/1 l/1 a/0 t/1 o/0 r/0	/1 e/0 G/1 u/1 l/1 a/0 T/0 o/0 r/0	0	0	1	0	1
570	harmonic	h/1 a/0 r/0 m/1 o/0 n/0 i/1 c/0	h/1 a/0 r/0 m/1 o/0 N/1 I/0 c/0	1	0	0	0	1
571	aise	r/1 a/0 i/0 s/0 e/1 r/0	/1 a/0 i/0 s/0 E/0 r/0	0	0	1	0	1
572	promote	p/1 r/0 o/0 m/1 o/0 t/0 e/0	p/1 r/0 o/0 m/1 o/0 t/0 E/1	0	0	0	1	1
573	pimp	p/1 i/0 m/0 p/0	p/1 i/0 m/0 P/1	0	0	0	1	1
574	batteries	b/1 a/0 t/0 t/1 e/0 r/0 i/1 e/0 s/0	b/1 a/0 t/0 t/1 e/0 r/0 I/0 e/0 s/0	0	0	1	0	1
575	limite	/1 i/0 m/0 i/1 t/0 e/1 d/0	l/1 i/0 m/0 i/1 t/0 E/0 d/0	0	0	1	0	1
576	hyperbole	h/1 y/0 p/1 e/0 r/0 b/1 o/0 l/1 e/0	h/1 y/0 p/1 e/0 r/0 b/1 o/0 L/0 e/0	0	0	1	0	1
577	cowardice	c/1 o/0 w/0 a/1 r/0 d/0 i/1 c/0 e/0	c/1 o/0 w/0 a/1 r/0 d/0 i/1 C/1 e/0	0	0	0	1	1
578	telescoping	t/1 e/0 l/0 e/1 s/1 c/0 o/0 p/0 i/1 n/0 g/0	t/1 e/0 l/0 e/1 S/0 c/0 o/0 p/0 i/1 n/0 g/0	1	0	0	0	1
579	adhesion	a/1 d/0 h/1 e/0 s/1 i/0 o/0 n/0	a/1 d/0 h/1 e/0 S/0 i/0 o/0 n/0	0	0	1	0	1
580	clement	c/1 l/0 e/0 m/0 e/1 n/0 t/0	c/1 l/0 e/0 m/0 e/1 n/0 T/1	0	0	0	1	1
581	prescribe	p/1 r/0 e/0 s/1 c/0 r/0 i/0 b/0 e/1 r/0	p/1 r/0 e/0 s/1 c/0 r/0 i/0 b/0 E/0 r/0	0	0	1	0	1
582	ependency	/1 e/0 p/1 e/0 n/0 d/0 e/1 n/0 c/1 y/0	/1 e/0 p/1 e/0 n/0 d/0 e/1 n/0 C/0 y/0	0	0	1	0	1
583	crushing	c/1 r/0 u/0 s/0 h/0 i/1 n/0 g/0	c/1 r/0 u/0 s/0 h/0 I/0 n/0 g/0	0	0	1	0	1
584	eferre	/1 e/0 f/1 e/0 r/0 r/0 e/0 d/0	/1 e/0 f/1 e/0 r/0 R/1 e/0 d/0	0	0	0	1	1
585	muffin	m/1 u/0 f/0 f/1 i/0 n/0	m/1 u/0 f/0 F/0 i/0 n/0	0	0	1	0	1
586	froze	f/1 r/0 o/0 z/0 e/0	f/1 r/0 o/0 Z/1 e/0	0	0	0	1	1
587	harm	h/1 a/0 r/0 m/0	h/1 a/0 r/0 M/1	0	0	0	1	1
588	impersonation	i/1 m/0 p/1 e/0 r/0 s/1 o/0 n/0 a/1 t/1 i/0 o/0 n/0	i/1 m/0 p/1 e/0 r/0 s/1 o/0 n/0 a/1 T/0 i/0 o/0 n/0	1	0	0	0	1
589	ecologically	e/1 c/0 o/1 l/1 o/0 g/0 i/1 c/1 a/0 l/0 l/1 y/0	/1 C/1 O/0 l/1 O/1 G/1 i/1 c/1 a/0 l/0 l/1 y/0	1	0	0	2	3
590	lympia	/1 l/1 y/0 m/0 p/1 i/0 a/1 d/0	o/1 L/0 y/0 M/1 p/1 i/0 a/1 d/0	1	0	0	0	1
591	hypocrite	h/1 y/0 p/0 o/1 c/1 r/0 i/0 t/0 e/0	h/1 y/0 P/1 O/0 c/1 r/0 i/0 T/1 e/0	1	0	0	1	2
592	ling	/1 i/0 n/0 g/0	l/1 i/0 n/0 G/1	0	0	0	1	1
593	confess	c/1 o/0 n/0 f/1 e/0 s/0 s/0	c/1 o/0 n/0 f/1 e/0 s/0 S/1	0	0	0	1	1
594	participate	p/1 a/0 r/0 t/1 i/0 c/0 i/1 p/1 a/0 t/0 e/1 d/0	p/1 a/0 r/0 t/1 i/0 c/0 i/1 p/1 a/0 T/1 E/0 d/0	1	0	0	0	1
595	semaphore	s/1 e/0 m/0 a/1 p/1 h/0 o/0 r/0 e/0	s/1 e/0 m/0 A/0 P/0 h/0 o/0 r/0 e/0	0	0	2	0	2
596	ah	r/1 a/0 h/0	/1 a/0 H/1	0	0	0	1	1
597	gossame	g/1 o/0 s/0 s/1 a/0 m/1 e/0 r/0	g/1 o/0 s/0 S/0 a/0 M/0 e/0 r/0	0	0	2	0	2
598	scenic	s/1 c/0 e/0 n/1 i/0 c/0	s/1 c/0 e/0 N/0 I/1 c/0	0	1	0	0	1
599	humme	h/1 u/0 m/0 m/1 e/0 r/0	h/1 u/0 M/1 m/1 e/0 r/0	0	0	0	1	1
600	esearche	r/1 e/0 s/1 e/0 a/0 r/0 c/0 h/0 e/1 r/0	/1 e/0 s/1 e/0 a/0 r/0 c/0 h/0 E/0 r/0	0	0	1	0	1
601	applicat	a/1 p/0 p/1 l/0 i/0 c/1 a/0 t/1 o/0 r/0	a/1 p/0 p/1 l/0 i/0 c/1 a/0 T/0 o/0 r/0	0	0	1	0	1
602	tracks	t/1 r/0 a/0 c/0 k/0 s/0	t/1 r/0 a/0 c/0 k/0 S/1	0	0	0	1	1
603	herbarium	h/1 e/0 r/0 b/1 a/0 r/0 i/1 u/1 m/0	h/1 e/0 r/0 B/0 a/0 r/0 I/0 u/1 m/0	0	1	1	0	2
604	espionage	e/1 s/0 p/1 i/0 o/1 n/1 a/0 g/0 e/0	/1 s/0 p/1 i/0 o/1 N/0 A/1 g/0 e/0	1	0	0	0	1
605	fungicide	f/1 u/0 n/0 g/1 i/0 c/1 i/0 d/0 e/0	f/1 u/0 n/0 g/1 i/0 C/0 i/0 d/0 e/0	0	0	1	0	1
606	pront	p/1 r/0 o/0 n/0 t/1 o/0	p/1 r/0 o/0 N/1 t/1 o/0	0	0	0	1	1
607	arisen	a/1 r/1 i/0 s/0 e/1 n/0	a/1 R/0 i/0 s/0 E/0 n/0	1	0	1	0	2
608	acoustical	a/1 c/1 o/0 u/0 s/0 t/1 i/0 c/1 a/0 l/0	a/1 C/0 o/0 u/0 s/0 T/0 i/0 C/0 a/0 l/0	1	0	2	0	3
609	sociological	s/1 o/0 c/1 i/0 o/1 l/1 o/0 g/0 i/1 c/1 a/0 l/0	s/1 o/0 c/1 i/0 o/1 L/0 O/1 G/1 i/1 c/1 a/0 l/0	1	0	0	1	2
610	manipulative	m/1 a/0 n/1 i/0 p/0 u/1 l/1 a/0 t/1 i/0 v/0 e/0	m/1 a/0 N/0 I/1 p/0 u/1 l/1 a/0 T/0 i/0 v/0 e/0	0	1	1	0	2
611	friendlie	f/1 r/0 i/0 e/0 n/0 d/0 l/1 i/0 e/1 r/0	f/1 r/0 i/0 e/0 n/0 d/0 l/1 i/0 E/0 r/0	0	0	1	0	1
612	budget	b/1 u/0 d/0 g/0 e/1 t/0	b/1 u/0 d/0 g/0 E/0 t/0	0	0	1	0	1
613	vin	v/1 i/0 n/1 o/0	v/1 i/0 N/0 o/0	0	0	1	0	1
614	elev	e/1 l/0 e/0 v/0	/1 L/1 e/0 V/1	0	0	0	2	2
615	juxtaposition	j/1 u/0 x/0 t/1 a/0 p/1 o/0 s/1 i/0 t/1 i/0 o/0 n/0	j/1 u/0 x/0 t/1 a/0 P/0 o/0 s/1 i/0 t/1 i/0 o/0 n/0	0	0	1	0	1
616	stoney	s/1 t/0 o/0 n/0 e/1 y/0	s/1 t/0 o/0 n/0 E/0 y/0	0	0	1	0	1
617	savi	s/1 a/0 v/0 i/1 o/0 r/0	s/1 a/0 v/0 i/1 O/1 r/0	0	0	0	1	1
618	corps	c/1 o/0 r/0 p/0 s/0	c/1 o/0 r/0 P/1 s/0	0	0	0	1	1
619	eparte	/1 e/0 p/1 a/0 r/0 t/0 e/1 d/0	/1 e/0 p/1 a/0 r/0 t/0 E/0 d/0	0	0	1	0	1
620	protruding	p/1 r/0 o/0 t/1 r/0 u/0 d/0 i/1 n/0 g/0	p/1 r/0 o/0 t/1 r/0 u/0 d/0 I/0 n/0 g/0	0	0	1	0	1
621	ie	w/1 o/0 r/0 r/1 i/0 e/0 d/0	w/1 o/0 r/0 r/1 i/0 E/1 d/0	0	0	0	1	1
622	specifie	s/1 p/0 e/0 c/0 i/1 f/1 i/0 e/0 d/0	s/1 p/0 e/0 c/0 I/0 F/0 I/1 e/0 d/0	0	1	1	0	2
623	egulation	r/1 e/0 g/0 u/1 l/1 a/0 t/1 i/0 o/0 n/0	/1 e/0 G/1 u/1 l/1 a/0 T/0 i/0 o/0 n/0	0	0	1	0	1
624	pipa	p/1 i/0 p/1 a/0	p/1 i/0 P/0 a/0	0	0	1	0	1
625	enegade	r/1 e/0 n/0 e/1 g/1 a/0 d/0 e/0	/1 e/0 n/0 E/0 g/1 a/0 d/0 e/0	0	1	0	0	1
626	unsupervise	u/1 n/0 s/1 u/0 p/1 e/0 r/0 v/1 i/0 s/0 e/0 d/0	u/1 n/0 s/1 u/0 P/0 e/0 r/0 v/1 i/0 s/0 e/0 d/0	0	0	1	0	1
627	sass	s/1 a/0 s/0 s/0	s/1 a/0 s/0 S/1	0	0	0	1	1
628	e	/1 o/0 e/0	/1 o/0 E/1	0	0	0	1	1
629	ergonomics	e/1 r/0 g/1 o/0 n/1 o/0 m/0 i/1 c/0 s/0	/1 R/1 G/0 o/0 n/1 o/0 m/0 i/1 c/0 s/0	1	0	0	0	1
630	graine	g/1 r/0 a/0 i/0 n/0 e/0 d/0	g/1 r/0 a/0 i/0 n/0 E/1 d/0	0	0	0	1	1
631	superscript	s/1 u/0 p/1 e/0 r/0 s/1 c/0 r/0 i/0 p/0 t/0	s/1 u/0 p/1 e/0 r/0 s/1 c/0 r/0 i/0 p/0 T/1	0	0	0	1	1
632	heele	h/1 e/0 e/0 l/0 e/0 d/0	h/1 e/0 e/0 l/0 E/1 d/0	0	0	0	1	1
633	humpty	h/1 u/0 m/0 p/0 t/1 y/0	h/1 u/0 M/1 p/0 t/1 y/0	0	0	0	1	1
634	kemp	k/1 e/0 m/0 p/0	k/1 e/0 m/0 P/1	0	0	0	1	1
635	mate	m/1 a/0 t/1 e/0 r/0	m/1 a/0 t/1 e/0 R/1	0	0	0	1	1
636	interrogatories	i/1 n/0 t/1 e/0 r/0 r/1 o/0 g/0 a/1 t/1 o/0 r/1 i/0 e/0 s/0	i/1 n/0 t/1 e/0 r/0 r/1 o/0 g/0 A/0 T/0 o/0 R/0 i/0 e/0 s/0	0	0	3	0	3
637	foste	f/1 o/0 s/0 t/1 e/0 r/0	f/1 o/0 s/0 T/0 e/0 r/0	0	0	1	0	1
638	aci	a/1 c/0 i/1 d/0	a/1 c/0 I/0 d/0	0	0	1	0	1
639	transposition	t/1 r/0 a/0 n/0 s/0 p/1 o/0 s/1 i/0 t/1 i/0 o/0 n/0	t/1 r/0 a/0 n/0 s/0 p/1 o/0 S/0 i/0 t/1 i/0 o/0 n/0	0	0	1	0	1
640	collaborat	c/1 o/0 l/0 l/1 a/0 b/0 o/1 r/1 a/0 t/1 o/0 r/0	c/1 o/0 l/0 l/1 a/0 b/0 o/1 r/1 a/0 T/0 o/0 r/0	0	0	1	0	1
641	auk	a/1 u/0 k/0	a/1 u/0 K/1	0	0	0	1	1
642	scriptural	s/1 c/0 r/0 i/0 p/0 t/1 u/0 r/0 a/1 l/0	s/1 c/0 r/0 i/0 p/0 t/1 u/0 r/0 A/0 l/0	0	0	1	0	1
643	anticoagulant	a/1 n/0 t/1 i/0 c/1 o/0 a/1 g/0 u/1 l/1 a/0 n/0 t/0	a/1 n/0 t/1 i/0 C/0 O/1 A/0 g/0 U/0 l/1 a/0 n/0 t/0	1	2	0	0	3
644	beyon	b/1 e/0 y/1 o/0 n/0 d/0	b/1 e/0 Y/0 O/1 n/0 D/1	0	1	0	1	2
645	kindre	k/1 i/0 n/0 d/1 r/0 e/0 d/0	k/1 i/0 n/0 D/0 r/0 e/0 d/0	0	0	1	0	1
646	i	/1 i/0 d/1 o/0	/1 i/0 D/0 O/1	0	1	0	0	1
647	chagrin	c/1 h/0 a/0 g/1 r/0 i/0 n/0	c/1 h/0 a/0 G/0 r/0 i/0 n/0	0	0	1	0	1
648	taxonomic	t/1 a/0 x/0 o/1 n/1 o/0 m/0 i/1 c/0	t/1 a/0 x/0 o/1 N/0 O/1 M/1 I/0 c/0	2	0	0	0	2
649	naturalize	n/1 a/0 t/0 u/1 r/1 a/0 l/0 i/1 z/0 e/0 d/0	n/1 a/0 T/1 u/1 R/0 a/0 l/0 i/1 z/0 e/0 d/0	1	0	0	0	1
650	missy	m/1 i/0 s/0 s/0 y/1	m/1 i/0 s/0 S/1 Y/0	1	0	0	0	1
651	legitimacy	/1 e/0 g/1 i/0 t/0 i/1 m/1 a/0 c/1 y/0	l/1 e/0 G/0 i/0 t/0 I/0 m/1 a/0 C/0 y/0	0	1	2	0	3
652	brie	b/1 r/0 i/0 e/1 r/0	b/1 r/0 i/0 E/0 r/0	0	0	1	0	1
653	nament	/1 r/0 n/1 a/0 m/1 e/0 n/0 t/0	o/1 r/0 n/1 a/0 M/0 e/0 n/0 t/0	0	0	1	0	1
654	metrology	m/1 e/0 t/1 r/0 o/0 l/0 o/1 g/1 y/0	m/1 e/0 T/0 R/1 o/0 l/0 o/1 G/0 y/0	1	1	0	0	2
655	insulate	i/1 n/0 s/1 u/0 l/1 a/0 t/0 e/0	i/1 n/0 s/1 u/0 l/1 a/0 t/0 E/1	0	0	0	1	1
656	a	a/1 r/1	a/1 R/0	1	0	0	0	1
657	mausoleum	m/1 a/0 u/0 s/1 o/0 l/1 e/0 u/1 m/0	m/1 a/0 u/0 S/0 o/0 L/0 e/0 u/1 m/0	0	0	2	0	2
658	thyme	t/1 h/0 y/0 m/0 e/0	t/1 h/0 y/0 M/1 e/0	0	0	0	1	1
659	genius	g/1 e/0 n/0 i/1 u/0 s/0	g/1 e/0 n/0 i/1 U/1 s/0	0	0	0	1	1
660	meritorious	m/1 e/0 r/0 i/1 t/1 o/0 r/1 i/0 o/1 u/0 s/0	m/1 e/0 r/0 I/0 T/0 o/0 R/0 i/0 o/1 u/0 s/0	0	0	3	0	3
661	endoscopic	e/1 n/0 d/1 o/0 s/1 c/0 o/0 p/0 i/1 c/0	/1 n/0 d/1 o/0 S/0 C/1 o/0 p/0 i/1 c/0	0	1	0	0	1
662	cavalry	c/1 a/0 v/0 a/1 l/0 r/1 y/0	c/1 a/0 v/0 A/0 l/0 r/1 y/0	0	0	1	0	1
663	untraine	u/1 n/0 t/1 r/0 a/0 i/0 n/0 e/0 d/0	u/1 n/0 t/1 r/0 a/0 i/0 n/0 E/1 d/0	0	0	0	1	1
664	sil	s/1 i/0 l/1 o/0	s/1 i/0 L/0 O/1	0	1	0	0	1
665	cliche	c/1 l/0 i/0 c/1 h/0 e/0	c/1 l/0 i/0 C/0 h/0 e/0	0	0	1	0	1
666	samp	s/1 a/0 m/0 p/0	s/1 a/0 m/0 P/1	0	0	0	1	1
667	comedian	c/1 o/0 m/1 e/0 d/1 i/0 a/1 n/0	c/1 o/0 M/0 E/1 d/1 i/0 a/1 n/0	0	1	0	0	1
668	icons	i/1 c/1 o/0 n/0 s/0	i/1 c/1 o/0 n/0 S/1	0	0	0	1	1
669	investigational	i/1 n/0 v/1 e/0 s/0 t/1 i/0 g/1 a/0 t/1 i/0 o/0 n/0 a/1 l/0	i/1 n/0 v/1 e/0 s/0 t/1 i/0 g/1 a/0 T/0 i/0 o/0 n/0 a/1 l/0	0	0	1	0	1
670	aughte	/1 a/0 u/0 g/0 h/0 t/1 e/0 r/0	/1 a/0 u/0 g/0 h/0 T/0 e/0 r/0	0	0	1	0	1
671	thievery	t/1 h/0 i/0 e/0 v/0 e/1 r/0 y/1	t/1 h/0 i/0 E/1 v/0 E/0 r/0 y/1	0	0	1	0	1
672	nion	/1 n/0 i/1 o/0 n/0	o/1 n/0 I/0 O/1 n/0	0	1	0	0	1
673	booby	b/1 o/0 o/0 b/1 y/0	b/1 o/0 o/0 B/0 y/0	0	0	1	0	1
674	semantically	s/1 e/0 m/1 a/0 n/0 t/1 i/0 c/1 a/0 l/0 l/1 y/0	s/1 e/0 M/0 a/0 n/0 t/1 i/0 C/0 a/0 l/0 l/1 y/0	0	0	2	0	2
675	horrific	h/1 o/0 r/0 r/1 i/0 f/0 i/1 c/0	h/1 o/0 r/0 r/1 i/0 F/1 I/0 C/1	1	0	0	1	2
676	necessitate	n/1 e/0 c/1 e/0 s/0 s/1 i/0 t/1 a/0 t/0 e/1 d/0	n/1 e/0 C/0 e/0 s/0 s/1 i/0 t/1 a/0 T/1 E/0 d/0	1	0	1	0	2
677	bronze	b/1 r/0 o/0 n/0 z/0 e/0	b/1 r/0 o/0 n/0 Z/1 e/0	0	0	0	1	1
678	aste	w/1 a/0 s/0 t/0 e/1 d/0	w/1 a/0 s/0 t/0 E/0 d/0	0	0	1	0	1
679	estock	r/1 e/0 s/1 t/0 o/0 c/0 k/0	/1 e/0 s/1 t/0 o/0 C/1 k/0	0	0	0	1	1
680	myelin	m/1 y/0 e/1 l/1 i/0 n/0	m/1 y/0 E/0 l/1 i/0 n/0	0	1	0	0	1
681	homage	h/1 o/0 m/0 a/1 g/0 e/0	h/1 o/0 m/0 A/0 G/1 e/0	0	1	0	0	1
682	technics	t/1 e/0 c/0 h/0 n/1 i/0 c/0 s/0	t/1 e/0 c/0 h/0 n/1 i/0 C/1 s/0	0	0	0	1	1
683	profitable	p/1 r/0 o/0 f/0 i/1 t/0 a/1 b/1 l/0 e/0	p/1 r/0 o/0 F/1 I/0 t/0 a/1 b/1 l/0 e/0	1	0	0	0	1
684	telemetry	t/1 e/0 l/1 e/0 m/0 e/1 t/1 r/0 y/0	t/1 e/0 L/0 E/1 M/1 E/0 T/0 R/1 y/0	1	2	0	0	3
685	imminent	i/1 m/0 m/1 i/0 n/1 e/0 n/0 t/0	i/1 m/0 m/1 i/0 n/1 e/0 n/0 T/1	0	0	0	1	1
686	lengthen	/1 e/0 n/0 g/0 t/0 h/0 e/1 n/0	l/1 e/0 n/0 g/0 t/0 h/0 E/0 n/0	0	0	1	0	1
687	elucidate	e/1 l/1 u/0 c/1 i/0 d/1 a/0 t/0 e/0	/1 l/1 u/0 C/0 I/1 D/0 a/0 t/0 e/0	1	1	0	0	2
688	punishable	p/1 u/0 n/0 i/1 s/0 h/0 a/1 b/1 l/0 e/0	p/1 u/0 n/0 I/0 s/0 h/0 A/0 b/1 l/0 e/0	0	1	1	0	2
689	gauch	g/1 a/0 u/0 c/1 h/0 o/0	g/1 a/0 u/0 C/0 h/0 o/0	0	0	1	0	1
690	eliminate	e/1 l/1 i/0 m/0 i/1 n/1 a/0 t/0 e/0	/1 l/1 i/0 m/0 i/1 n/1 a/0 t/0 E/1	0	0	0	1	1
691	fathe	f/1 a/0 t/1 h/0 e/0 r/0	f/1 a/0 T/0 h/0 E/1 r/0	0	0	1	0	1
692	incomparable	i/1 n/0 c/1 o/0 m/0 p/1 a/0 r/1 a/0 b/1 l/0 e/0	i/1 n/0 c/1 o/0 m/0 p/1 a/0 R/0 A/1 b/1 l/0 e/0	0	1	0	0	1
693	temporarily	t/1 e/0 m/0 p/1 o/0 r/1 a/0 r/0 i/1 l/1 y/0	t/1 e/0 m/0 p/1 o/0 r/1 a/0 r/0 i/1 L/0 y/0	1	0	0	0	1
694	ubtful	/1 o/0 u/0 b/0 t/0 f/1 u/0 l/0	/1 o/0 u/0 B/1 t/0 f/1 u/0 l/0	0	0	0	1	1
695	selva	s/1 e/0 l/0 v/1 a/0	s/1 e/0 L/1 V/0 a/0	1	0	0	0	1
696	mythological	m/1 y/0 t/0 h/0 o/1 l/1 o/0 g/0 i/1 c/1 a/0 l/0	m/1 y/0 T/1 h/0 O/0 L/0 O/1 G/1 i/1 c/1 a/0 l/0	0	1	1	1	3
697	cabriolet	c/1 a/0 b/0 r/1 i/0 o/1 l/1 e/0 t/0	c/1 a/0 b/0 R/0 i/0 o/1 L/0 e/0 t/0	1	0	1	0	2
698	estuary	e/1 s/0 t/1 u/0 a/1 r/0 y/1	/1 s/0 t/1 u/0 a/1 r/0 Y/0	0	0	1	0	1
699	pomp	p/1 o/0 m/0 p/0	p/1 o/0 m/0 P/1	0	0	0	1	1
700	consecrate	c/1 o/0 n/0 s/1 e/0 c/1 r/0 a/0 t/0 e/1 d/0	c/1 o/0 n/0 s/1 e/0 C/0 r/0 a/0 t/0 E/0 d/0	0	0	2	0	2
